StudentSK,id_student,gender,age_band,highest_education,region,imd_band,num_of_prev_attempts,disability
394,62487,F,0-35,A Level or Equivalent,East Midlands Region,10-20,0,N
395,63165,M,35-55,A Level or Equivalent,South East Region,80-90%,0,N
396,70011,F,0-35,HE Qualification,Scotland,40-50%,0,N
397,75255,M,0-35,A Level or Equivalent,North Western Region,40-50%,0,N
398,79403,M,35-55,Lower Than A Level,South Region,80-90%,0,N
399,85092,F,0-35,Lower Than A Level,South West Region,30-40%,0,N
400,85144,M,35-55,A Level or Equivalent,Scotland,50-60%,0,N
401,85302,M,35-55,Lower Than A Level,London Region,80-90%,0,N
402,87431,M,35-55,Lower Than A Level,South East Region,10-20,0,N
403,95755,M,0-35,Lower Than A Level,South East Region,90-100%,0,N
404,101116,F,35-55,Lower Than A Level,East Anglian Region,60-70%,0,N
405,107489,F,0-35,HE Qualification,London Region,20-30%,0,N
406,108872,M,55<=,HE Qualification,London Region,80-90%,0,N
407,109155,F,0-35,HE Qualification,South Region,90-100%,0,N
408,111512,M,0-35,A Level or Equivalent,Wales,40-50%,0,N
409,117818,F,35-55,A Level or Equivalent,London Region,40-50%,0,N
410,119902,F,35-55,A Level or Equivalent,South West Region,60-70%,0,N
411,121349,F,35-55,A Level or Equivalent,South West Region,40-50%,1,N
412,124064,F,0-35,A Level or Equivalent,South East Region,60-70%,0,N
413,125018,M,35-55,HE Qualification,South Region,70-80%,0,N
414,130034,F,35-55,A Level or Equivalent,East Anglian Region,60-70%,0,N
415,130547,F,35-55,A Level or Equivalent,South Region,70-80%,0,N
416,130636,M,0-35,A Level or Equivalent,South East Region,10-20,0,N
417,131390,M,35-55,A Level or Equivalent,East Anglian Region,90-100%,0,N
418,133816,F,35-55,A Level or Equivalent,South Region,70-80%,0,N
419,133922,M,0-35,Lower Than A Level,North Region,0-10%,0,N
420,135471,M,35-55,Lower Than A Level,East Anglian Region,90-100%,0,N
421,139033,M,35-55,A Level or Equivalent,South East Region,90-100%,0,N
422,141506,M,35-55,A Level or Equivalent,Scotland,20-30%,0,N
423,146503,M,35-55,Lower Than A Level,East Anglian Region,30-40%,0,Y
424,149741,F,35-55,A Level or Equivalent,Scotland,20-30%,0,N
425,149962,M,0-35,A Level or Equivalent,West Midlands Region,60-70%,0,N
426,151587,F,0-35,A Level or Equivalent,Wales,0-10%,0,N
427,152668,F,0-35,Lower Than A Level,South Region,90-100%,0,N
428,158707,F,0-35,A Level or Equivalent,South East Region,80-90%,0,N
429,164944,F,0-35,A Level or Equivalent,East Anglian Region,40-50%,0,Y
430,165226,F,0-35,A Level or Equivalent,Wales,30-40%,0,N
431,167961,M,55<=,HE Qualification,South West Region,70-80%,0,N
432,174024,M,35-55,A Level or Equivalent,North Region,10-20,0,N
433,174094,F,35-55,Lower Than A Level,South East Region,30-40%,0,Y
434,174745,F,35-55,A Level or Equivalent,East Midlands Region,70-80%,0,N
435,175447,M,35-55,A Level or Equivalent,London Region,50-60%,0,N
436,175772,F,35-55,HE Qualification,East Anglian Region,90-100%,0,N
437,183057,M,0-35,Lower Than A Level,Wales,90-100%,0,N
438,185350,M,35-55,Lower Than A Level,Yorkshire Region,10-20,0,N
439,199636,M,35-55,A Level or Equivalent,East Anglian Region,30-40%,0,N
440,199897,M,35-55,HE Qualification,East Midlands Region,10-20,0,N
441,200804,M,0-35,A Level or Equivalent,South Region,90-100%,0,N
442,205494,M,35-55,HE Qualification,South West Region,30-40%,0,N
443,228021,M,35-55,A Level or Equivalent,Scotland,40-50%,0,N
444,228383,M,0-35,HE Qualification,Yorkshire Region,50-60%,0,N
445,232307,M,35-55,Lower Than A Level,South Region,50-60%,0,N
446,235068,F,35-55,Lower Than A Level,East Midlands Region,30-40%,0,N
447,236875,M,0-35,A Level or Equivalent,West Midlands Region,40-50%,0,N
448,237274,M,0-35,A Level or Equivalent,Yorkshire Region,10-20,0,N
449,243510,F,0-35,Lower Than A Level,South West Region,60-70%,0,N
450,244246,F,0-35,A Level or Equivalent,South East Region,60-70%,0,N
451,248581,F,0-35,A Level or Equivalent,West Midlands Region,40-50%,0,N
452,252073,F,35-55,A Level or Equivalent,Yorkshire Region,30-40%,0,N
453,254625,M,35-55,A Level or Equivalent,Wales,20-30%,0,N
454,258587,M,35-55,A Level or Equivalent,South West Region,10-20,0,N
455,260623,M,0-35,Lower Than A Level,South East Region,40-50%,0,N
456,263251,M,35-55,A Level or Equivalent,East Anglian Region,40-50%,0,N
457,263543,M,35-55,Lower Than A Level,East Anglian Region,90-100%,0,N
458,263952,M,35-55,Lower Than A Level,North Region,Unknown,0,N
459,266524,F,0-35,A Level or Equivalent,South Region,30-40%,0,N
460,273346,M,35-55,Lower Than A Level,East Midlands Region,70-80%,0,N
461,274947,M,0-35,Lower Than A Level,East Anglian Region,40-50%,0,N
462,275674,F,0-35,A Level or Equivalent,London Region,20-30%,0,N
463,275792,F,0-35,HE Qualification,East Anglian Region,50-60%,0,N
464,277123,F,35-55,A Level or Equivalent,East Midlands Region,70-80%,0,N
465,281077,F,0-35,HE Qualification,East Anglian Region,50-60%,0,N
466,281636,F,0-35,A Level or Equivalent,West Midlands Region,20-30%,0,N
467,285315,M,0-35,HE Qualification,East Anglian Region,70-80%,0,N
468,287040,F,35-55,A Level or Equivalent,East Anglian Region,40-50%,0,N
469,287204,M,0-35,A Level or Equivalent,Scotland,0-10%,0,N
470,287210,M,35-55,A Level or Equivalent,Scotland,70-80%,0,N
471,288994,M,0-35,A Level or Equivalent,Scotland,30-40%,0,N
472,289449,M,35-55,HE Qualification,East Midlands Region,90-100%,0,N
473,290164,F,35-55,HE Qualification,Scotland,30-40%,0,N
474,292525,M,0-35,A Level or Equivalent,South Region,70-80%,0,N
475,292775,M,0-35,A Level or Equivalent,South East Region,40-50%,0,N
476,293824,F,35-55,A Level or Equivalent,South West Region,50-60%,0,N
477,294496,M,35-55,A Level or Equivalent,North Western Region,10-20,0,Y
478,294655,M,35-55,A Level or Equivalent,Wales,70-80%,0,N
479,295060,M,0-35,A Level or Equivalent,East Anglian Region,70-80%,0,N
480,295075,M,55<=,HE Qualification,South Region,70-80%,0,N
481,296424,M,35-55,A Level or Equivalent,Scotland,30-40%,0,N
482,298034,M,35-55,A Level or Equivalent,Scotland,70-80%,0,N
483,298838,F,0-35,A Level or Equivalent,Yorkshire Region,70-80%,0,N
484,301967,M,0-35,A Level or Equivalent,South West Region,20-30%,0,N
485,302476,M,0-35,A Level or Equivalent,South East Region,70-80%,0,N
486,303521,F,35-55,A Level or Equivalent,Ireland,20-30%,0,N
487,303985,F,0-35,HE Qualification,Scotland,70-80%,1,N
488,304465,F,0-35,A Level or Equivalent,West Midlands Region,50-60%,0,N
489,306646,M,0-35,A Level or Equivalent,South Region,80-90%,0,N
490,309142,F,35-55,A Level or Equivalent,South Region,90-100%,0,N
491,310412,F,35-55,A Level or Equivalent,London Region,40-50%,0,N
492,311235,M,35-55,A Level or Equivalent,South West Region,50-60%,0,N
493,311659,M,0-35,A Level or Equivalent,East Anglian Region,70-80%,0,N
494,313937,M,35-55,HE Qualification,Scotland,80-90%,0,N
495,315076,M,0-35,A Level or Equivalent,Yorkshire Region,0-10%,0,N
496,315744,M,35-55,A Level or Equivalent,Scotland,90-100%,0,N
497,323370,F,0-35,A Level or Equivalent,West Midlands Region,30-40%,0,N
498,323805,F,0-35,A Level or Equivalent,West Midlands Region,20-30%,0,N
499,328024,M,35-55,A Level or Equivalent,Yorkshire Region,10-20,0,N
500,328734,F,0-35,A Level or Equivalent,East Anglian Region,80-90%,0,N
501,329659,F,0-35,A Level or Equivalent,East Anglian Region,30-40%,0,Y
502,330594,M,0-35,Lower Than A Level,South West Region,50-60%,0,N
503,332884,M,0-35,A Level or Equivalent,Wales,60-70%,0,N
504,334441,M,0-35,HE Qualification,London Region,60-70%,0,N
505,335247,M,0-35,A Level or Equivalent,South West Region,80-90%,0,N
506,337748,F,0-35,A Level or Equivalent,Yorkshire Region,30-40%,0,N
507,338407,M,35-55,A Level or Equivalent,East Midlands Region,60-70%,0,N
508,341876,M,0-35,HE Qualification,East Anglian Region,10-20,0,N
509,345440,M,0-35,HE Qualification,South Region,90-100%,0,N
510,345519,F,0-35,A Level or Equivalent,North Region,Unknown,0,N
511,346118,F,35-55,A Level or Equivalent,East Anglian Region,20-30%,0,N
512,348275,M,35-55,HE Qualification,Scotland,40-50%,0,N
513,348807,M,35-55,A Level or Equivalent,East Midlands Region,80-90%,0,N
514,350156,M,0-35,A Level or Equivalent,South West Region,30-40%,0,N
515,350939,M,0-35,Lower Than A Level,East Anglian Region,80-90%,0,N
516,351336,F,0-35,A Level or Equivalent,East Midlands Region,10-20,0,N
517,353665,M,35-55,A Level or Equivalent,South Region,70-80%,0,N
518,354170,F,0-35,A Level or Equivalent,Wales,0-10%,0,N
519,356170,M,0-35,HE Qualification,North Western Region,30-40%,0,N
520,358182,M,0-35,Lower Than A Level,South Region,80-90%,0,N
521,364957,F,35-55,HE Qualification,East Anglian Region,70-80%,0,N
522,369834,M,0-35,A Level or Equivalent,West Midlands Region,60-70%,0,N
523,371710,M,0-35,HE Qualification,Scotland,10-20,0,N
524,373872,F,0-35,A Level or Equivalent,South Region,40-50%,0,N
525,375260,M,0-35,HE Qualification,Ireland,Unknown,0,N
526,375646,M,0-35,A Level or Equivalent,London Region,40-50%,0,N
527,377546,M,0-35,A Level or Equivalent,East Anglian Region,50-60%,0,Y
528,381642,F,0-35,A Level or Equivalent,North Western Region,20-30%,0,N
529,382095,M,0-35,Lower Than A Level,South Region,50-60%,0,N
530,383180,F,0-35,A Level or Equivalent,South Region,70-80%,0,N
531,383600,M,0-35,A Level or Equivalent,Scotland,70-80%,0,N
532,383723,M,55<=,HE Qualification,East Anglian Region,90-100%,0,N
533,384203,M,0-35,HE Qualification,Scotland,20-30%,0,N
534,384725,F,35-55,Lower Than A Level,East Anglian Region,90-100%,0,N
535,387533,M,35-55,HE Qualification,Scotland,50-60%,0,N
536,387954,F,35-55,A Level or Equivalent,South Region,60-70%,0,N
537,388147,F,35-55,A Level or Equivalent,South West Region,10-20,0,N
538,391249,M,35-55,HE Qualification,South Region,90-100%,0,N
539,396599,F,0-35,Lower Than A Level,South Region,60-70%,0,Y
540,396655,F,0-35,Lower Than A Level,South Region,40-50%,0,Y
541,398171,F,0-35,A Level or Equivalent,South West Region,70-80%,0,N
542,398349,F,0-35,HE Qualification,East Midlands Region,70-80%,0,N
543,400147,M,35-55,Lower Than A Level,South East Region,60-70%,0,N
544,400682,F,0-35,A Level or Equivalent,London Region,20-30%,0,N
545,401404,M,0-35,A Level or Equivalent,West Midlands Region,90-100%,0,N
546,402204,M,35-55,A Level or Equivalent,West Midlands Region,Unknown,0,N
547,402727,F,0-35,A Level or Equivalent,East Anglian Region,60-70%,0,Y
548,402961,F,35-55,Lower Than A Level,North Western Region,80-90%,0,N
549,404356,F,0-35,A Level or Equivalent,South East Region,90-100%,0,N
550,406671,M,35-55,A Level or Equivalent,South West Region,80-90%,0,N
551,406682,M,55<=,HE Qualification,South East Region,70-80%,0,N
552,409100,M,35-55,HE Qualification,South East Region,80-90%,0,N
553,409703,M,0-35,A Level or Equivalent,East Anglian Region,30-40%,0,N
554,410092,F,35-55,A Level or Equivalent,North Western Region,0-10%,0,N
555,411971,M,0-35,A Level or Equivalent,Ireland,40-50%,0,N
556,418731,M,0-35,A Level or Equivalent,Ireland,70-80%,0,N
557,421455,F,0-35,A Level or Equivalent,North Region,50-60%,0,N
558,424577,M,0-35,HE Qualification,London Region,10-20,0,N
559,429858,M,0-35,Lower Than A Level,Ireland,Unknown,0,N
560,431025,M,0-35,A Level or Equivalent,East Anglian Region,90-100%,0,N
561,439305,M,35-55,A Level or Equivalent,South East Region,60-70%,0,N
562,440319,F,0-35,A Level or Equivalent,West Midlands Region,20-30%,0,N
563,442064,F,0-35,HE Qualification,South West Region,70-80%,0,N
564,442132,M,0-35,HE Qualification,South West Region,20-30%,0,N
565,446108,M,0-35,A Level or Equivalent,South West Region,70-80%,0,N
566,447481,M,0-35,A Level or Equivalent,Ireland,70-80%,0,N
567,468120,M,0-35,Lower Than A Level,West Midlands Region,50-60%,0,N
568,468694,M,0-35,A Level or Equivalent,South Region,90-100%,0,N
569,470982,F,35-55,HE Qualification,East Anglian Region,20-30%,1,N
570,476603,M,0-35,A Level or Equivalent,Wales,0-10%,0,N
571,481022,M,0-35,A Level or Equivalent,East Midlands Region,20-30%,0,N
572,483800,F,0-35,A Level or Equivalent,Yorkshire Region,30-40%,0,N
573,484897,F,0-35,A Level or Equivalent,South West Region,90-100%,0,N
574,485962,F,0-35,HE Qualification,East Anglian Region,70-80%,0,N
575,488382,F,0-35,A Level or Equivalent,London Region,10-20,0,N
576,488990,M,35-55,A Level or Equivalent,South West Region,80-90%,0,N
577,500113,M,0-35,A Level or Equivalent,South East Region,70-80%,0,N
578,503889,F,0-35,A Level or Equivalent,Yorkshire Region,30-40%,0,N
579,514526,M,0-35,Lower Than A Level,London Region,10-20,0,Y
580,518808,F,0-35,HE Qualification,Scotland,90-100%,0,N
581,522482,F,0-35,HE Qualification,Scotland,70-80%,0,N
582,527100,M,0-35,HE Qualification,West Midlands Region,70-80%,0,N
583,527801,M,35-55,Lower Than A Level,South West Region,90-100%,0,N
584,533068,M,0-35,HE Qualification,South Region,90-100%,0,N
585,537081,F,0-35,HE Qualification,Scotland,10-20,0,N
586,544253,M,35-55,A Level or Equivalent,London Region,60-70%,0,N
587,548120,M,0-35,HE Qualification,London Region,80-90%,0,N
588,561467,F,0-35,A Level or Equivalent,South Region,80-90%,0,N
589,567922,F,0-35,A Level or Equivalent,North Western Region,50-60%,0,N
590,569505,F,35-55,HE Qualification,East Midlands Region,60-70%,0,N
591,570317,M,0-35,A Level or Equivalent,Wales,70-80%,0,N
592,574505,F,0-35,HE Qualification,West Midlands Region,40-50%,0,N
593,588477,M,0-35,HE Qualification,Yorkshire Region,20-30%,0,N
594,593846,M,0-35,HE Qualification,South Region,50-60%,0,N
595,593987,F,35-55,HE Qualification,East Anglian Region,70-80%,0,N
596,596288,F,0-35,HE Qualification,Scotland,70-80%,0,N
597,598070,F,0-35,A Level or Equivalent,London Region,10-20,0,N
598,603834,F,0-35,HE Qualification,Scotland,50-60%,0,N
599,608440,F,35-55,HE Qualification,South Region,50-60%,0,N
600,623710,F,35-55,A Level or Equivalent,South East Region,20-30%,0,N
601,623840,M,0-35,A Level or Equivalent,East Anglian Region,0-10%,0,N
602,626240,M,0-35,HE Qualification,South Region,30-40%,0,N
603,628088,M,0-35,A Level or Equivalent,South East Region,70-80%,0,Y
604,628312,F,0-35,HE Qualification,South East Region,80-90%,0,N
605,630142,M,0-35,A Level or Equivalent,East Anglian Region,90-100%,0,N
606,637665,F,0-35,HE Qualification,South Region,90-100%,0,N
607,639053,M,0-35,A Level or Equivalent,North Region,60-70%,0,N
608,642878,M,0-35,HE Qualification,South West Region,70-80%,0,N
609,648130,M,0-35,A Level or Equivalent,Yorkshire Region,80-90%,0,N
610,676546,M,0-35,HE Qualification,Scotland,80-90%,0,N
611,677186,M,0-35,HE Qualification,South East Region,70-80%,0,N
612,677281,M,0-35,A Level or Equivalent,Wales,80-90%,0,N
613,684180,M,0-35,HE Qualification,North Region,Unknown,0,N
614,687698,M,0-35,HE Qualification,Yorkshire Region,20-30%,0,N
615,696073,F,0-35,Lower Than A Level,Ireland,Unknown,0,N
616,696578,M,0-35,HE Qualification,South Region,60-70%,0,N
617,852847,M,55<=,A Level or Equivalent,South West Region,60-70%,0,N
618,998493,F,55<=,A Level or Equivalent,South Region,90-100%,0,N
619,1045203,M,35-55,Lower Than A Level,Wales,0-10%,0,N
620,1112555,F,35-55,A Level or Equivalent,South Region,30-40%,0,N
621,1183831,M,55<=,HE Qualification,South West Region,70-80%,0,N
622,1268696,M,35-55,HE Qualification,South West Region,80-90%,0,N
623,1336190,M,55<=,HE Qualification,London Region,80-90%,0,N
624,1398979,F,55<=,A Level or Equivalent,South Region,90-100%,0,N
625,1469279,F,35-55,HE Qualification,East Anglian Region,40-50%,0,N
626,1471214,M,35-55,A Level or Equivalent,East Midlands Region,60-70%,0,N
627,1484804,F,35-55,A Level or Equivalent,West Midlands Region,40-50%,0,N
628,1511033,M,35-55,A Level or Equivalent,Wales,50-60%,0,N
629,1576513,F,35-55,A Level or Equivalent,East Midlands Region,60-70%,0,N
630,1609002,F,35-55,A Level or Equivalent,East Midlands Region,70-80%,0,N
631,1629771,M,35-55,A Level or Equivalent,South East Region,60-70%,0,N
632,1676594,M,55<=,HE Qualification,London Region,80-90%,0,N
633,1686551,F,35-55,A Level or Equivalent,Scotland,40-50%,0,N
634,1689639,F,35-55,Lower Than A Level,South East Region,60-70%,0,N
635,1715896,M,35-55,A Level or Equivalent,South Region,80-90%,0,N
636,1721270,M,35-55,Lower Than A Level,South East Region,50-60%,0,N
637,1757766,F,35-55,A Level or Equivalent,North Western Region,30-40%,0,N
638,1773377,M,35-55,A Level or Equivalent,London Region,90-100%,0,N
639,1799111,M,35-55,A Level or Equivalent,Scotland,60-70%,0,N
640,1818673,F,35-55,HE Qualification,Scotland,20-30%,0,N
641,1839386,F,35-55,Lower Than A Level,Yorkshire Region,30-40%,0,N
642,1926668,M,35-55,Lower Than A Level,London Region,30-40%,0,N
643,1947156,F,35-55,A Level or Equivalent,South East Region,40-50%,0,N
644,1967783,F,35-55,A Level or Equivalent,South Region,70-80%,0,Y
645,1975209,M,35-55,Lower Than A Level,South East Region,40-50%,0,N
646,2010232,F,0-35,A Level or Equivalent,Scotland,80-90%,0,N
647,2045084,M,35-55,HE Qualification,North Western Region,40-50%,0,N
648,2057803,M,35-55,Lower Than A Level,London Region,50-60%,0,N
649,2085209,F,35-55,HE Qualification,North Region,40-50%,0,N
650,2086400,M,35-55,A Level or Equivalent,Scotland,70-80%,0,N
651,2148681,F,35-55,Lower Than A Level,East Midlands Region,40-50%,0,N
652,2158048,F,35-55,A Level or Equivalent,Ireland,40-50%,0,N
653,2158196,F,35-55,Lower Than A Level,South West Region,30-40%,0,N
654,2165164,F,0-35,Lower Than A Level,South West Region,10-20,0,N
655,2168833,M,35-55,Lower Than A Level,South West Region,50-60%,0,N
656,2207874,F,0-35,Lower Than A Level,West Midlands Region,50-60%,0,N
657,2240349,M,35-55,Lower Than A Level,South West Region,20-30%,0,N
658,2244332,M,35-55,A Level or Equivalent,North Western Region,20-30%,0,N
659,2273119,F,0-35,A Level or Equivalent,West Midlands Region,30-40%,0,N
660,2277857,F,35-55,A Level or Equivalent,West Midlands Region,70-80%,0,N
661,2297896,F,35-55,A Level or Equivalent,West Midlands Region,70-80%,0,N
662,2313257,M,35-55,A Level or Equivalent,London Region,30-40%,0,N
663,2330254,M,35-55,Lower Than A Level,London Region,40-50%,0,N
664,2355470,M,35-55,A Level or Equivalent,East Midlands Region,80-90%,0,N
665,2363863,F,0-35,A Level or Equivalent,North Western Region,0-10%,0,N
666,2369415,M,35-55,A Level or Equivalent,London Region,40-50%,0,N
667,2375975,F,35-55,A Level or Equivalent,East Anglian Region,60-70%,0,Y
668,2397661,F,35-55,Lower Than A Level,East Midlands Region,20-30%,0,N
669,2398313,M,35-55,Lower Than A Level,East Anglian Region,70-80%,0,N
670,2404408,F,35-55,Lower Than A Level,South West Region,40-50%,0,N
671,2425993,M,0-35,HE Qualification,Scotland,40-50%,0,N
672,2432796,F,35-55,HE Qualification,East Anglian Region,70-80%,0,N
673,2434159,M,0-35,A Level or Equivalent,North Western Region,10-20,0,N
674,2436812,F,0-35,A Level or Equivalent,South Region,90-100%,0,N
675,2467267,M,0-35,HE Qualification,West Midlands Region,0-10%,0,N
676,2473538,F,35-55,A Level or Equivalent,South East Region,80-90%,0,N
677,2474849,F,35-55,A Level or Equivalent,Scotland,0-10%,1,N
678,2494700,M,0-35,HE Qualification,Yorkshire Region,70-80%,0,N
679,2500258,F,0-35,A Level or Equivalent,North Western Region,70-80%,0,N
680,2507842,F,35-55,A Level or Equivalent,North Western Region,90-100%,0,N
681,2509639,M,0-35,A Level or Equivalent,West Midlands Region,80-90%,0,N
